"ID","VERTEX","LAT","LON","ROWNUMBER"
1774,"1","42","-70",2934
1774,"4","42","-70.47988",2937
1774,"2","42.92820"";SELECT 1;","-70",2935
1774,"3","42.92820"";SELECT 1;","-70.47988",2936
1773,"1","42","-70",2930
1773,"3","42.92820WFXSSProbe","-70.47988",2932
1773,"4","42","-70.47988",2933
1773,"2","42.92820WFXSSProbe","-70",2931
1772,"3","ProbePhishing","-70.47988",2928
1772,"1","42","-70",2926
1772,"2","ProbePhishing","-70",2927
1772,"4","42","-70.47988",2929
1769,"1","","",2922
1769,"2","","",2923
1769,"3","","",2924
1769,"4","","",2925
1723,"3","42.92820","-70.47988",2920
1723,"2","42.92820","-70",2919
1723,"1","42","-70",2918
1723,"4","42","-70.47988",2921
1722,"4","42","-70.47988",2917
1722,"3","42.92820","-70.47988",2916
1722,"2","42.92820","-70",2915
1722,"1","42","-70",2914
1703,"1","42","-70",2910
1703,"2","42.92820","-70",2911
1703,"4","42","-70.47988",2913
1703,"3","42.92820","-70.47988",2912
1702,"3","42.92820","-70.47988",2908
1702,"2","42.92820","-70",2907
1702,"1","42","-70",2906
1702,"4","42","-70.47988",2909
1701,"4","42","-70.47988",2905
1701,"3","42.92820","-70.47988",2904
1701,"1","42","-70",2902
1701,"2","42.92820","-70",2903
1699,"3","42.92820","-70.47988",2900
1699,"2","42.92820","-70",2899
1699,"4","42","-70.47988",2901
1699,"1","42","-70",2898
1685,"4","42","-70.47988",2897
1685,"3","42.92820","-70.47988",2896
1685,"2","42.92820","-70",2895
1685,"1","42","-70",2894
1676,"3","42.92820","-70.47988",2892
1676,"2","42.92820","-70",2891
1676,"4","42","-70.47988",2893
1676,"1","42","-70",2890
1671,"1","42","-70",2886
1671,"2","42.92820","-70",2887
1671,"3","42.92820","-70.47988",2888
1671,"4","42","-70.47988",2889
1666,"4","42","-70.47988",2885
1666,"2","42.92820","-70",2883
1666,"3","42.92820","-70.47988",2884
1666,"1","42","-70",2882
1661,"3","42.92820","-70.47988",2880
1661,"4","42","-70.47988",2881
1661,"1","42","-70",2878
1661,"2","42.92820","-70",2879
1657,"4","42","-70.47988",2877
1657,"2","42.92820","-70",2875
1657,"3","42.92820","-70.47988",2876
1657,"1","42","-70",2874
1656,"1","42","-70",2870
1656,"2","42.92820","-70",2871
1656,"4","42","-70.47988",2873
1656,"3","42.92820","-70.47988",2872
1655,"1","42","-70",2866
1655,"2","42.92820","-70",2867
1655,"3","42.92820","-70.47988",2868
1655,"4","42","-70.47988",2869
1654,"4","42","-70.47988",2865
1654,"2","42.92820","-70",2863
1654,"3","42.92820","-70.47988",2864
1654,"1","42","-70",2862
1642,"2","","",2859
1642,"1","","",2858
1642,"4","","",2861
1642,"3","","",2860
1594,"3","42.92820","-70.47988",2856
1594,"2","42.92820","-70",2855
1594,"1","42","-70",2854
1594,"4","42","-70.47988",2857
1577,"3","42.92820","-70.47988",2852
1577,"4","42","-70.47988",2853
1577,"2","42.92820","-70",2851
1577,"1","42","-70",2850
1576,"2","42.92820","-70",2847
1576,"4","42","-70.47988",2849
1576,"3","42.92820","-70.47988",2848
1576,"1","42","-70",2846
1575,"4","42","-70.47988",2845
1575,"3","42.92820","-70.47988",2844
1575,"2","42.92820","-70",2843
1575,"1","42","-70",2842
1573,"4","42","-70.47988",2841
1573,"1","42","-70",2838
1573,"3","42.92820","-70.47988",2840
1573,"2","42.92820","-70",2839
1560,"4","42","-70.47988",2837
1560,"3","42.92820","-70.47988",2836
1560,"1","42","-70",2834
1560,"2","42.92820","-70",2835
1551,"3","42.92820","-70.47988",2832
1551,"2","42.92820","-70",2831
1551,"1","42","-70",2830
1551,"4","42","-70.47988",2833
1547,"4","42","-70.47988",2829
1547,"3","42.92820","-70.47988",2828
1547,"2","42.92820","-70",2827
1547,"1","42","-70",2826
1543,"1","42","-70",2822
1543,"2","42.92820","-70",2823
1543,"4","42","-70.47988",2825
1543,"3","42.92820","-70.47988",2824
1539,"3","42.92820","-70.47988",2820
1539,"2","42.92820","-70",2819
1539,"1","42","-70",2818
1539,"4","42","-70.47988",2821
1522,"4","","",2817
1522,"3","","",2816
1522,"1","","",2814
1522,"2","","",2815
1475,"4","42","-70.47988",2813
1475,"1","42","-70",2810
1475,"2","42.92820","-70",2811
1475,"3","42.92820","-70.47988",2812
1474,"3","42.92820","-70.47988",2808
1474,"2","42.92820","-70",2807
1474,"1","42","-70",2806
1474,"4","42","-70.47988",2809
1444,"3","42.92820","-70.47988",2804
1444,"4","42","-70.47988",2805
1444,"2","42.92820","-70",2803
1444,"1","42","-70",2802
1439,"4","42","-70.47988",2801
1439,"3","42.92820","-70.47988",2800
1439,"2","42.92820","-70",2799
1439,"1","42","-70",2798
1435,"1","42","-70",2794
1435,"2","42.92820","-70",2795
1435,"3","42.92820","-70.47988",2796
1435,"4","42","-70.47988",2797
1431,"2","42.92820","-70",2791
1431,"1","42","-70",2790
1431,"3","42.92820","-70.47988",2792
1431,"4","42","-70.47988",2793
1427,"4","42","-70.47988",2789
1427,"3","42.92820","-70.47988",2788
1427,"2","42.92820","-70",2787
1427,"1","42","-70",2786
1422,"4","42","-70.47988",2785
1422,"3","42.92820","-70.47988",2784
1422,"1","42","-70",2782
1422,"2","42.92820","-70",2783
1409,"3","","",2780
1409,"2","","",2779
1409,"1","","",2778
1409,"4","","",2781
1365,"3","42.92820","-70.47988",2776
1365,"2","42.92820","-70",2775
1365,"1","42","-70",2774
1365,"4","42","-70.47988",2777
1345,"4","42","-70.47988",2773
1345,"3","42.92820","-70.47988",2772
1345,"2","42.92820","-70",2771
1345,"1","42","-70",2770
1344,"1","42","-70",2766
1344,"2","42.92820","-70",2767
1344,"3","42.92820","-70.47988",2768
1344,"4","42","-70.47988",2769
1342,"2","42.92820","-70",2763
1342,"1","42","-70",2762
1342,"3","42.92820","-70.47988",2764
1342,"4","42","-70.47988",2765
1327,"2","42.92820","-70",2759
1327,"3","42.92820","-70.47988",2760
1327,"4","42","-70.47988",2761
1327,"1","42","-70",2758
1323,"3","42.92820","-70.47988",2756
1323,"2","42.92820","-70",2755
1323,"1","42","-70",2754
1323,"4","42","-70.47988",2757
1319,"3","42.92820","-70.47988",2752
1319,"2","42.92820","-70",2751
1319,"1","42","-70",2750
1319,"4","42","-70.47988",2753
1314,"3","42.92820","-70.47988",2748
1314,"2","42.92820","-70",2747
1314,"1","42","-70",2746
1314,"4","42","-70.47988",2749
1309,"3","42.92820","-70.47988",2744
1309,"2","42.92820","-70",2743
1309,"1","42","-70",2742
1309,"4","42","-70.47988",2745
1304,"1","42","-70",2738
1304,"2","42.92820","-70",2739
1304,"3","42.92820","-70.47988",2740
1304,"4","42","-70.47988",2741
1285,"1","","",2734
1285,"2","","",2735
1285,"3","","",2736
1285,"4","","",2737
1243,"1","42","-70",2730
1243,"2","42.92820","-70",2731
1243,"3","42.92820","-70.47988",2732
1243,"4","42","-70.47988",2733
1215,"3","42.92820","-70.47988",2728
1215,"4","42","-70.47988",2729
1215,"2","42.92820","-70",2727
1215,"1","42","-70",2726
1206,"1","42","-70",2722
1206,"2","42.92820","-70",2723
1206,"3","42.92820","-70.47988",2724
1206,"4","42","-70.47988",2725
1202,"4","42","-70.47988",2721
1202,"3","42.92820","-70.47988",2720
1202,"2","42.92820","-70",2719
1202,"1","42","-70",2718
1198,"1","42","-70",2714
1198,"4","42","-70.47988",2717
1198,"3","42.92820","-70.47988",2716
1198,"2","42.92820","-70",2715
1179,"1","42","-70",2710
1179,"4","42","-70.47988",2713
1179,"3","42.92820","-70.47988",2712
1179,"2","42.92820","-70",2711
1177,"1","","",2706
1177,"4","","",2709
1177,"3","","",2708
1177,"2","","",2707
1176,"1","42","-70",2702
1176,"4","42","-70.47988",2705
1176,"3","42.92820","-70.47988",2704
1176,"2","42.92820","-70",2703
1172,"1","42","-70",2698
1172,"4","42","-70.47988",2701
1172,"3","42.92820","-70.47988",2700
1172,"2","42.92820","-70",2699
1171,"1","42","-70",2694
1171,"4","42","-70.47988",2697
1171,"3","42.92820","-70.47988",2696
1171,"2","42.92820","-70",2695
1165,"1","42","-70",2690
1165,"4","42","-70.47988",2693
1165,"3","42.92820","-70.47988",2692
1165,"2","42.92820","-70",2691
1164,"1","42","-70",2686
1164,"4","42","-70.47988",2689
1164,"3","42.92820","-70.47988",2688
1164,"2","42.92820","-70",2687
1163,"1","42","-70",2682
1163,"4","42","-70.47988",2685
1163,"3","42.92820","-70.47988",2684
1163,"2","42.92820","-70",2683
1161,"1","42","-70",2678
1161,"4","42","-70.47988",2681
1161,"3","42.92820","-70.47988",2680
1161,"2","42.92820","-70",2679
1160,"1","42","-70",2674
1160,"4","42","-70.47988",2677
1160,"3","42.92820","-70.47988",2676
1160,"2","42.92820","-70",2675
1159,"1","42","-70",2670
1159,"4","42","-70.47988",2673
1159,"3","42.92820","-70.47988",2672
1159,"2","42.92820","-70",2671
1158,"1","42","-70",2666
1158,"4","42","-70.47988",2669
1158,"3","42.92820","-70.47988",2668
1158,"2","42.92820","-70",2667
1157,"1","42","-70",2662
1157,"4","42","-70.47988",2665
1157,"3","42.92820","-70.47988",2664
1157,"2","42.92820","-70",2663
1156,"1","42","-70",2658
1156,"4","42","-70.47988",2661
1156,"3","42.92820","-70.47988",2660
1156,"2","42.92820","-70",2659
1153,"2","42.92820","-70",2655
1153,"1","42","-70",2654
1153,"4","42","-70.47988",2657
1153,"3","42.92820","-70.47988",2656
1149,"1","42","-70",2650
1149,"4","42","-70.47988",2653
1149,"3","42.92820","-70.47988",2652
1149,"2","42.92820","-70",2651
1148,"1","42","-70",2646
1148,"4","42","-70.47988",2649
1148,"3","42.92820","-70.47988",2648
1148,"2","42.92820","-70",2647
1147,"1","42","-70",2642
1147,"4","42","-70.47988",2645
1147,"3","42.92820","-70.47988",2644
1147,"2","42.92820","-70",2643
1146,"1","42","-70",2638
1146,"4","42","-70.47988",2641
1146,"3","42.92820","-70.47988",2640
1146,"2","42.92820","-70",2639
1134,"1","42","-70",2634
1134,"4","42","-70.47988",2637
1134,"3","42.92820","-70.47988",2636
1134,"2","42.92820","-70",2635
1133,"1","42","-70",2630
1133,"4","42","-70.47988",2633
1133,"3","42.92820","-70.47988",2632
1133,"2","42.92820","-70",2631
1132,"1","42","-70",2626
1132,"4","42","-70.47988",2629
1132,"3","42.92820","-70.47988",2628
1132,"2","42.92820","-70",2627
1131,"1","42","-70",2622
1131,"4","42","-70.47988",2625
1131,"3","42.92820","-70.47988",2624
1131,"2","42.92820","-70",2623
1130,"1","42","-70",2618
1130,"4","42","-70.47988",2621
1130,"3","42.92820","-70.47988",2620
1130,"2","42.92820","-70",2619
1129,"1","42","-70",2614
1129,"4","42","-70.47988",2617
1129,"3","42.92820","-70.47988",2616
1129,"2","42.92820","-70",2615
1128,"1","42","-70",2610
1128,"4","42","-70.47988",2613
1128,"3","42.92820","-70.47988",2612
1128,"2","42.92820","-70",2611
1127,"1","42","-70",2606
1127,"4","42","-70.47988",2609
1127,"3","42.92820","-70.47988",2608
1127,"2","42.92820","-70",2607
1126,"1","42","-70",2602
1126,"4","42","-70.47988",2605
1126,"3","42.92820","-70.47988",2604
1126,"2","42.92820","-70",2603
1125,"1","42","-70",2598
1125,"4","42","-70.47988",2601
1125,"3","42.92820","-70.47988",2600
1125,"2","42.92820","-70",2599
1123,"1","42","-70",2594
1123,"4","42","-70.47988",2597
1123,"3","42.92820","-70.47988",2596
1123,"2","42.92820","-70",2595
1122,"1","42","-70",2590
1122,"4","42","-70.47988",2593
1122,"3","42.92820","-70.47988",2592
1122,"2","42.92820","-70",2591
1120,"1","42","-70",2586
1120,"4","42","-70.47988",2589
1120,"3","42.92820","-70.47988",2588
1120,"2","42.92820","-70",2587
1119,"1","42","-70",2582
1119,"4","42","-70.47988",2585
1119,"3","42.92820","-70.47988",2584
1119,"2","42.92820","-70",2583
1118,"1","42","-70",2578
1118,"2","42.92820","-70",2579
1118,"3","42.92820","-70.47988",2580
1118,"4","42","-70.47988",2581
1116,"3","42.92820","-70.47988",2576
1116,"2","42.92820","-70",2575
1116,"1","42","-70",2574
1116,"4","42","-70.47988",2577
1115,"1","42","-70",2570
1115,"2","42.92820","-70",2571
1115,"4","42","-70.47988",2573
1115,"3","42.92820","-70.47988",2572
1114,"3","42.92820","-70.47988",2568
1114,"1","42","-70",2566
1114,"2","42.92820","-70",2567
1114,"4","42","-70.47988",2569
1112,"3","42.92820","-70.47988",2564
1112,"4","42","-70.47988",2565
1112,"2","42.92820","-70",2563
1112,"1","42","-70",2562
1111,"3","42.92820","-70.47988",2560
1111,"2","42.92820","-70",2559
1111,"1","42","-70",2558
1111,"4","42","-70.47988",2561
1110,"3","42.92820","-70.47988",2556
1110,"4","42","-70.47988",2557
1110,"2","42.92820","-70",2555
1110,"1","42","-70",2554
1109,"3","42.92820","-70.47988",2552
1109,"2","42.92820","-70",2551
1109,"1","42","-70",2550
1109,"4","42","-70.47988",2553
1108,"3","42.92820","-70.47988",2548
1108,"4","42","-70.47988",2549
1108,"2","42.92820","-70",2547
1108,"1","42","-70",2546
1107,"3","42.92820","-70.47988",2544
1107,"2","42.92820","-70",2543
1107,"1","42","-70",2542
1107,"4","42","-70.47988",2545
1106,"1","42","-70",2538
1106,"2","42.92820","-70",2539
1106,"3","42.92820","-70.47988",2540
1106,"4","42","-70.47988",2541
1105,"4","42","-70.47988",2537
1105,"3","42.92820","-70.47988",2536
1105,"1","42","-70",2534
1105,"2","42.92820","-70",2535
1104,"4","42","-70.47988",2533
1104,"3","42.92820","-70.47988",2532
1104,"2","42.92820","-70",2531
1104,"1","42","-70",2530
1103,"4","42","-70.47988",2529
1103,"3","42.92820","-70.47988",2528
1103,"1","42","-70",2526
1103,"2","42.92820","-70",2527
1102,"4","42","-70.47988",2525
1102,"3","42.92820","-70.47988",2524
1102,"2","42.92820","-70",2523
1102,"1","42","-70",2522
1101,"4","42","-70.47988",2521
1101,"3","42.92820","-70.47988",2520
1101,"1","42","-70",2518
1101,"2","42.92820","-70",2519
1100,"4","42","-70.47988",2517
1100,"3","42.92820","-70.47988",2516
1100,"2","42.92820","-70",2515
1100,"1","42","-70",2514
1099,"1","42","-70",2510
1099,"4","42","-70.47988",2513
1099,"3","42.92820","-70.47988",2512
1099,"2","42.92820","-70",2511
1098,"1","42","-70",2506
1098,"4","42","-70.47988",2509
1098,"3","42.92820","-70.47988",2508
1098,"2","42.92820","-70",2507
1097,"1","42","-70",2502
1097,"4","42","-70.47988",2505
1097,"3","42.92820","-70.47988",2504
1097,"2","42.92820","-70",2503
1096,"1","42","-70",2498
1096,"4","42","-70.47988",2501
1096,"3","42.92820","-70.47988",2500
1096,"2","42.92820","-70",2499
1095,"1","42","-70",2494
1095,"4","42","-70.47988",2497
1095,"3","42.92820","-70.47988",2496
1095,"2","42.92820","-70",2495
1094,"1","42","-70",2490
1094,"4","42","-70.47988",2493
1094,"3","42.92820","-70.47988",2492
1094,"2","42.92820","-70",2491
1093,"1","42","-70",2486
1093,"4","42","-70.47988",2489
1093,"3","42.92820","-70.47988",2488
1093,"2","42.92820","-70",2487
1092,"2","42.92820","-70",2483
1092,"1","42","-70",2482
1092,"4","42","-70.47988",2485
1092,"3","42.92820","-70.47988",2484
1091,"1","42","-70",2478
1091,"4","42","-70.47988",2481
1091,"3","42.92820","-70.47988",2480
1091,"2","42.92820","-70",2479
1090,"1","42","-70",2474
1090,"4","42","-70.47988",2477
1090,"3","42.92820","-70.47988",2476
1090,"2","42.92820","-70",2475
1089,"1","42","-70",2470
1089,"4","42","-70.47988",2473
1089,"3","42.92820","-70.47988",2472
1089,"2","42.92820","-70",2471
1088,"1","42","-70",2466
1088,"4","42","-70.47988",2469
1088,"3","42.92820","-70.47988",2468
1088,"2","42.92820","-70",2467
1087,"1","42","-70",2462
1087,"4","42","-70.47988",2465
1087,"3","42.92820","-70.47988",2464
1087,"2","42.92820","-70",2463
1086,"1","42","-70",2458
1086,"4","42","-70.47988",2461
1086,"3","42.92820","-70.47988",2460
1086,"2","42.92820","-70",2459
1085,"1","42","-70",2454
1085,"4","42","-70.47988",2457
1085,"3","42.92820","-70.47988",2456
1085,"2","42.92820","-70",2455
1084,"1","42","-70",2450
1084,"4","42","-70.47988",2453
1084,"3","42.92820","-70.47988",2452
1084,"2","42.92820","-70",2451
1083,"1","42","-70",2446
1083,"4","42","-70.47988",2449
1083,"3","42.92820","-70.47988",2448
1083,"2","42.92820","-70",2447
1082,"1","42","-70",2442
1082,"4","42","-70.47988",2445
1082,"3","42.92820","-70.47988",2444
1082,"2","42.92820","-70",2443
1081,"1","42","-70",2438
1081,"4","42","-70.47988",2441
1081,"3","42.92820","-70.47988",2440
1081,"2","42.92820","-70",2439
1080,"1","42","-70",2434
1080,"4","42","-70.47988",2437
1080,"3","42.92820","-70.47988",2436
1080,"2","42.92820","-70",2435
1079,"1","42","-70",2430
1079,"4","42","-70.47988",2433
1079,"3","42.92820","-70.47988",2432
1079,"2","42.92820","-70",2431
1078,"1","42","-70",2426
1078,"4","42","-70.47988",2429
1078,"3","42.92820","-70.47988",2428
1078,"2","42.92820","-70",2427
1077,"1","42","-70",2422
1077,"4","42","-70.47988",2425
1077,"3","42.92820","-70.47988",2424
1077,"2","42.92820","-70",2423
1076,"1","42","-70",2418
1076,"4","42","-70.47988",2421
1076,"3","42.92820","-70.47988",2420
1076,"2","42.92820","-70",2419
1075,"1","42","-70",2414
1075,"4","42","-70.47988",2417
1075,"3","42.92820","-70.47988",2416
1075,"2","42.92820","-70",2415
1074,"1","42","-70",2410
1074,"4","42","-70.47988",2413
1074,"3","42.92820","-70.47988",2412
1074,"2","42.92820","-70",2411
1073,"4","42","-70.47988",2409
1073,"3","42.92820","-70.47988",2408
1073,"2","42.92820","-70",2407
1073,"1","42","-70",2406
1072,"1","42","-70",2402
1072,"4","42","-70.47988",2405
1072,"3","42.92820","-70.47988",2404
1072,"2","42.92820","-70",2403
1071,"1","42","-70",2398
1071,"4","42","-70.47988",2401
1071,"3","42.92820","-70.47988",2400
1071,"2","42.92820","-70",2399
1070,"1","42","-70",2394
1070,"4","42","-70.47988",2397
1070,"3","42.92820","-70.47988",2396
1070,"2","42.92820","-70",2395
1069,"1","42","-70",2390
1069,"4","42","-70.47988",2393
1069,"3","42.92820","-70.47988",2392
1069,"2","42.92820","-70",2391
1068,"1","42","-70",2386
1068,"4","42","-70.47988",2389
1068,"3","42.92820","-70.47988",2388
1068,"2","42.92820","-70",2387
1067,"1","42","-70",2382
1067,"4","42","-70.47988",2385
1067,"3","42.92820","-70.47988",2384
1067,"2","42.92820","-70",2383
1066,"1","42","-70",2378
1066,"4","42","-70.47988",2381
1066,"3","42.92820","-70.47988",2380
1066,"2","42.92820","-70",2379
1065,"1","42","-70",2374
1065,"4","42","-70.47988",2377
1065,"3","42.92820","-70.47988",2376
1065,"2","42.92820","-70",2375
1064,"1","42","-70",2370
1064,"4","42","-70.47988",2373
1064,"3","42.92820","-70.47988",2372
1064,"2","42.92820","-70",2371
1063,"1","42","-70",2366
1063,"4","42","-70.47988",2369
1063,"3","42.92820","-70.47988",2368
1063,"2","42.92820","-70",2367
1062,"1","42","-70",2362
1062,"4","42","-70.47988",2365
1062,"3","42.92820","-70.47988",2364
1062,"2","42.92820","-70",2363
1061,"1","42","-70",2358
1061,"4","42","-70.47988",2361
1061,"3","42.92820","-70.47988",2360
1061,"2","42.92820","-70",2359
1060,"1","42","-70",2354
1060,"4","42","-70.47988",2357
1060,"3","42.92820","-70.47988",2356
1060,"2","42.92820","-70",2355
1059,"1","42","-70",2350
1059,"4","42","-70.47988",2353
1059,"3","42.92820","-70.47988",2352
1059,"2","42.92820","-70",2351
1058,"1","42","-70",2346
1058,"4","42","-70.47988",2349
1058,"3","42.92820","-70.47988",2348
1058,"2","42.92820","-70",2347
1057,"1","42","-70",2342
1057,"4","42","-70.47988",2345
1057,"3","42.92820","-70.47988",2344
1057,"2","42.92820","-70",2343
1056,"1","42","-70",2338
1056,"4","42","-70.47988",2341
1056,"3","42.92820","-70.47988",2340
1056,"2","42.92820","-70",2339
1055,"1","42","-70",2334
1055,"4","42","-70.47988",2337
1055,"3","42.92820","-70.47988",2336
1055,"2","42.92820","-70",2335
1054,"1","42","-70",2330
1054,"4","42","-70.47988",2333
1054,"3","42.92820","-70.47988",2332
1054,"2","42.92820","-70",2331
1053,"1","42","-70",2326
1053,"4","42","-70.47988",2329
1053,"3","42.92820","-70.47988",2328
1053,"2","42.92820","-70",2327
1052,"1","42","-70",2322
1052,"4","42","-70.47988",2325
1052,"3","42.92820","-70.47988",2324
1052,"2","42.92820","-70",2323
1051,"1","42","-70",2318
1051,"4","42","-70.47988",2321
1051,"3","42.92820","-70.47988",2320
1051,"2","42.92820","-70",2319
1050,"1","42","-70",2314
1050,"4","42","-70.47988",2317
1050,"3","42.92820","-70.47988",2316
1050,"2","42.92820","-70",2315
1049,"1","42","-70",2310
1049,"4","42","-70.47988",2313
1049,"3","42.92820","-70.47988",2312
1049,"2","42.92820","-70",2311
1048,"1","42","-70",2306
1048,"4","42","-70.47988",2309
1048,"3","42.92820","-70.47988",2308
1048,"2","42.92820","-70",2307
1047,"1","42","-70",2302
1047,"2","42.92820","-70",2303
1047,"3","42.92820","-70.47988",2304
1047,"4","42","-70.47988",2305
1046,"1","42","-70",2298
1046,"4","42","-70.47988",2301
1046,"3","42.92820","-70.47988",2300
1046,"2","42.92820","-70",2299
1045,"1","42","-70",2294
1045,"4","42","-70.47988",2297
1045,"3","42.92820","-70.47988",2296
1045,"2","42.92820","-70",2295
1044,"1","42","-70",2290
1044,"4","42","-70.47988",2293
1044,"3","42.92820","-70.47988",2292
1044,"2","42.92820","-70",2291
1043,"1","42","-70",2286
1043,"4","42","-70.47988",2289
1043,"3","42.92820","-70.47988",2288
1043,"2","42.92820","-70",2287
1042,"1","42","-70",2282
1042,"4","42","-70.47988",2285
1042,"3","42.92820","-70.47988",2284
1042,"2","42.92820","-70",2283
1041,"1","","",2278
1041,"4","","",2281
1041,"3","","",2280
1041,"2","","",2279
1040,"1","","",2274
1040,"4","","",2277
1040,"3","","",2276
1040,"2","","",2275
1039,"1","","",2270
1039,"4","","",2273
1039,"3","","",2272
1039,"2","","",2271
1038,"1","","",2266
1038,"4","","",2269
1038,"3","","",2268
1038,"2","","",2267
1037,"1","","",2262
1037,"4","","",2265
1037,"3","","",2264
1037,"2","","",2263
1036,"1","","",2258
1036,"4","","",2261
1036,"3","","",2260
1036,"2","","",2259
1035,"1","","",2254
1035,"4","","",2257
1035,"3","","",2256
1035,"2","","",2255
1034,"1","","",2250
1034,"4","","",2253
1034,"3","","",2252
1034,"2","","",2251
1033,"1","","",2246
1033,"4","","",2249
1033,"3","","",2248
1033,"2","","",2247
1032,"1","","",2242
1032,"4","","",2245
1032,"3","","",2244
1032,"2","","",2243
1031,"1","","",2238
1031,"4","","",2241
1031,"3","","",2240
1031,"2","","",2239
1030,"1","","",2234
1030,"4","","",2237
1030,"3","","",2236
1030,"2","","",2235
1029,"1","","",2230
1029,"4","","",2233
1029,"3","","",2232
1029,"2","","",2231
1028,"1","","",2226
1028,"4","","",2229
1028,"3","","",2228
1028,"2","","",2227
1027,"1","","",2222
1027,"4","","",2225
1027,"3","","",2224
1027,"2","","",2223
1026,"1","","",2218
1026,"4","","",2221
1026,"3","","",2220
1026,"2","","",2219
1025,"1","","",2214
1025,"4","","",2217
1025,"3","","",2216
1025,"2","","",2215
1024,"1","42","-70",2210
1024,"4","42","-70.47988",2213
1024,"3","42.92820","-70.47988",2212
1024,"2","42.92820","-70",2211
1023,"1","42","-70",2206
1023,"4","42","-70.47988",2209
1023,"3","42.92820","-70.47988",2208
1023,"2","42.92820","-70",2207
1022,"1","42","-70",2202
1022,"4","42","-70.47988",2205
1022,"3","42.92820","-70.47988",2204
1022,"2","42.92820","-70",2203
1021,"1","","",2198
1021,"4","","",2201
1021,"3","","",2200
1021,"2","","",2199
1020,"1","","",2194
1020,"4","","",2197
1020,"3","","",2196
1020,"2","","",2195
1019,"1","","",2190
1019,"4","","",2193
1019,"3","","",2192
1019,"2","","",2191
1018,"1","","",2186
1018,"4","","",2189
1018,"3","","",2188
1018,"2","","",2187
1017,"1","","",2182
1017,"4","","",2185
1017,"3","","",2184
1017,"2","","",2183
1016,"1","","",2178
1016,"4","","",2181
1016,"3","","",2180
1016,"2","","",2179
1015,"1","","",2174
1015,"4","","",2177
1015,"3","","",2176
1015,"2","","",2175
1014,"1","","",2170
1014,"4","","",2173
1014,"3","","",2172
1014,"2","","",2171
1013,"1","","",2166
1013,"4","","",2169
1013,"3","","",2168
1013,"2","","",2167
1012,"1","","",2162
1012,"4","","",2165
1012,"3","","",2164
1012,"2","","",2163
1011,"1","","",2158
1011,"4","","",2161
1011,"3","","",2160
1011,"2","","",2159
1010,"1","","",2154
1010,"4","","",2157
1010,"3","","",2156
1010,"2","","",2155
1009,"1","42","-70",2150
1009,"4","42","-70.47988",2153
1009,"3","42.92820","-70.47988",2152
1009,"2","42.92820","-70",2151
1008,"1","","",2146
1008,"4","","",2149
1008,"3","","",2148
1008,"2","","",2147
1007,"1","42","-70",2142
1007,"4","42","-70.47988",2145
1007,"3","42.92820","-70.47988",2144
1007,"2","42.92820","-70",2143
1006,"1","42","-70",2138
1006,"4","42","-70.47988",2141
1006,"3","42.92820","-70.47988",2140
1006,"2","42.92820","-70",2139
1005,"1","","",2134
1005,"4","","",2137
1005,"3","","",2136
1005,"2","","",2135
1004,"1","","",2130
1004,"4","","",2133
1004,"3","","",2132
1004,"2","","",2131
1003,"1","","",2126
1003,"4","","",2129
1003,"3","","",2128
1003,"2","","",2127
1002,"1","","",2122
1002,"4","","",2125
1002,"3","","",2124
1002,"2","","",2123
1001,"1","","",2118
1001,"4","","",2121
1001,"3","","",2120
1001,"2","","",2119
1000,"1","","",2114
1000,"4","","",2117
1000,"3","","",2116
1000,"2","","",2115
999,"1","","",2110
999,"4","","",2113
999,"3","","",2112
999,"2","","",2111
998,"1","","",2106
998,"4","","",2109
998,"3","","",2108
998,"2","","",2107
997,"1","","",2102
997,"4","","",2105
997,"3","","",2104
997,"2","","",2103
996,"1","","",2098
996,"4","","",2101
996,"3","","",2100
996,"2","","",2099
995,"1","","",2094
995,"4","","",2097
995,"3","","",2096
995,"2","","",2095
994,"1","","",2090
994,"4","","",2093
994,"3","","",2092
994,"2","","",2091
993,"1","","",2086
993,"4","","",2089
993,"3","","",2088
993,"2","","",2087
992,"1","","",2082
992,"4","","",2085
992,"3","","",2084
992,"2","","",2083
991,"1","","",2078
991,"4","","",2081
991,"3","","",2080
991,"2","","",2079
990,"1","","",2074
990,"4","","",2077
990,"3","","",2076
990,"2","","",2075
989,"1","","",2070
989,"4","","",2073
989,"3","","",2072
989,"2","","",2071
988,"1","","",2066
988,"4","","",2069
988,"3","","",2068
988,"2","","",2067
987,"1","","",2062
987,"4","","",2065
987,"3","","",2064
987,"2","","",2063
986,"1","","",2058
986,"4","","",2061
986,"3","","",2060
986,"2","","",2059
985,"1","","",2054
985,"4","","",2057
985,"3","","",2056
985,"2","","",2055
984,"1","","",2050
984,"4","","",2053
984,"3","","",2052
984,"2","","",2051
983,"1","","",2046
983,"4","","",2049
983,"3","","",2048
983,"2","","",2047
982,"1","","",2042
982,"4","","",2045
982,"3","","",2044
982,"2","","",2043
981,"1","","",2038
981,"4","","",2041
981,"3","","",2040
981,"2","","",2039
980,"1","","",2034
980,"4","","",2037
980,"3","","",2036
980,"2","","",2035
979,"1","","",2030
979,"4","","",2033
979,"3","","",2032
979,"2","","",2031
978,"1","","",2026
978,"4","","",2029
978,"3","","",2028
978,"2","","",2027
977,"1","","",2022
977,"4","","",2025
977,"3","","",2024
977,"2","","",2023
976,"1","","",2018
